id,name
644,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 2 bajar
645,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 3 bajar
646,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 4 bajar
647,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 5 bajar
648,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 6 bajar
649,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 7 bajar
650,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 1 subir
651,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 2 subir
652,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 3 subir
653,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 4 subir
654,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 5 subir
655,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 6 subir
656,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 7 subir
657,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 1 bajar
658,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 2 bajar
659,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 3 bajar
660,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 4 bajar
661,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 5 bajar
662,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 6 bajar
663,Energía equilibrio generación-demanda mercado seguridad intradiario sesión 7 bajar
664,Requerimientos Gestión de Desvíos subir
665,Requerimientos Gestión de Desvíos bajar
666,Asignación Gestión de Desvíos subir
667,Asignación Gestión de Desvíos bajar
668,Precio Gestión de Desvíos subir
669,Precio Gestión de Desvíos bajar
672,Requerimientos Regulación Terciaria subir
673,Requerimientos Regulación Terciaria bajar
674,Asignación Regulación Terciaria bajar
675,Asignación Regulación Terciaria subir
676,Precio Regulación Terciaria bajar
677,Precio Regulación Terciaria subir
680,Energía utilizada de Regulación Secundaria subir
681,Energía utilizada de Regulación Secundaria bajar
682,Precio de Regulación Secundaria subir
683,Precio de Regulación Secundaria bajar
684,Sentido de los desvíos contrarios al sistema
685,Coste del desvíos contrario respecto al precio del mercado SPOT diario
686,Precio de cobro desvíos a subir
687,Precio de pago desvíos a bajar
688,Energía de ofertas de balance presentadas por el SEE para importación
689,Energía de ofertas de balance presentadas por el SEE para exportación
690,Energía de ofertas de balance presentadas por Francia para importación activadas por el SEE
691,Energía de ofertas de balance presentadas por Portugal para importación activadas por el SEE
692,Energía de ofertas de balance presentadas por Francia para exportación activadas por el SEE
693,Energía de ofertas de balance presentadas por Portugal para exportación activadas por el SEE
694,Energía de ofertas de balance presentadas por el SEE para importación activadas por Francia
695,Energía de ofertas de balance presentadas por el SEE para importación activadas por Portugal
696,Energía de ofertas de balance presentadas por el SEE para exportación activadas por Francia
697,Energía de ofertas de balance presentadas por el SEE para exportación activadas por Portugal
698,Energía de solución de restricciones por Garantía de suministro fase I
699,Energía de solución de restricciones por Garantía de suministro fase II
700,Coste de solución de Restricciones por Garantía de Suministro
701,Energía asignada restricciones técnicas diario Fase I subir
702,Energía asignada restricciones técnicas diario Fase I bajar
703,Energía asignada restricciones técnicas diario Fase II subir
704,Energía asignada restricciones técnicas diario Fase II bajar
705,Precio medio restricciones técnicas diario Fase I subir
706,Precio medio restricciones técnicas diario Fase I bajar
707,Precio medio restricciones técnicas diario Fase II subir
708,Precio medio restricciones técnicas diario Fase II bajar
709,Coste de solución de Restricciones técnicas diario
710,Coste unitario soportado por demanda de solución de Restricciones técnicas diario
711,Coste de Reserva de Potencia Adicional a Subir
712,Coste de banda de Regulación Secundaria
713,Coste unitario soportado por la demanda de banda de Regulación Secundaria
714,Derechos de Cobro del proceso de Gestión de Desvíos
715,Obligaciones de Pago del proceso de Gestión de Desvíos
716,Derechos de Cobro del proceso de Regulación de Terciaria
717,Obligaciones de Pago del proceso de Regulación de Terciaria
718,Derechos de Cobro por energía de Regulación Secundaria utilizada
719,Obligaciones de Pago por energía de Regulación Secundaria utilizada
720,Energía asignada por restricciones en tiempo real a subir
721,Energía asignada por restricciones en tiempo real a bajar
722,Precio medio de solución de Restricciones Técnicas de Seguridad en Tiempo Real subir
723,Precio medio de solución de Restricciones Técnicas de Seguridad en Tiempo Real bajar
724,Coste del proceso de solución de Restricciones Técnicas de Seguridad en Tiempo Real
725,Coste unitario soportado por la demanda del proceso de solución de Restricciones Técnicas de Seguridad en Tiempo Real
726,Coste de los desvíos medidos de mayor producción
727,Coste de los desvíos medidos de menor producción
728,Balance de desvíos medidos restricciones tiempo real subir
729,Balance de desvíos medidos acciones de balance subir
730,Balance de desvíos medidos intercambios de apoyo subir
731,Balance de desvíos medidos gestión desvíos subir
732,Balance de desvíos medidos terciaria subir
733,Balance de desvíos medidos secundaria subir
734,Balance de desvíos medidos desvíos GC sin zona subir
735,Balance de desvíos medidos desvíos zonas regulación subir
736,Balance de desvíos medidos desvíos importación subir
737,Balance de desvíos medidos desvíos RCR térmico subir
738,Balance de desvíos medidos desvíos RCR hidráulico subir
739,Balance de desvíos medidos desvíos RCR solar subir
740,Balance de desvíos medidos desvíos RCR eólico subir
741,Balance de desvíos medidos desvíos distribuidores subir
742,Balance de desvíos medidos desvíos comercializadores subir
743,Balance de desvíos medidos desvíos exportación subir
744,Balance de desvíos medidos desvíos entre sistemas subir
745,Balance de desvíos medidos restricciones tiempo real bajar
746,Balance de desvíos medidos acciones de balance bajar
747,Balance de desvíos medidos intercambios de apoyo bajar
748,Balance de desvíos medidos gestión desvíos bajar
749,Balance de desvíos medidos terciaria bajar
750,Balance de desvíos medidos secundaria bajar
751,Balance de desvíos medidos desvíos GC sin zona bajar
752,Balance de desvíos medidos desvíos zonas regulación bajar
753,Balance de desvíos medidos desvíos importación bajar
754,Balance de desvíos medidos desvíos RCR térmico bajar
755,Balance de desvíos medidos desvíos RCR hidráulico bajar
756,Balance de desvíos medidos desvíos RCR solar bajar
757,Balance de desvíos medidos desvíos RCR eólico bajar
758,Balance de desvíos medidos desvíos distribuidores bajar
759,Balance de desvíos medidos desvíos comercializadores bajar
760,Balance de desvíos medidos desvíos exportación bajar
761,Balance de desvíos medidos desvíos entre sistemas bajar
762,"Energía neta de gestión de desvíos, regulación terciaria y regulación secundaria"
763,Precio de los desvíos medidos a subir
764,Precio de los desvíos medidos a bajar
765,Precio del desvío medido entre precio marginal diario a subir
766,Precio del desvío medido entre precio marginal diario a bajar
767,Exceso/déficit de desvíos medidos
768,Ingreso/Coste unitario para la demanda por el excedente/déficit de los desvíos
769,Pagos por capacidad tarifa 2.0.A
770,Pagos por capacidad tarifa 2.0.DHA
771,Pagos por capacidad tarifa 3.0A
772,Pagos por capacidad tarifa 3.1A
773,Pagos por capacidad tarifa seis periodos
774,Pagos por capacidad tarifa 2.0.DHS
775,Pagos por capacidad tarifa 2.1A
776,Pagos por capacidad tarifa 2.1.DHA
777,Pagos por capacidad tarifa 2.1.DHS
778,Precio medio pagos por capacidad para demanda
779,Precio medio horario componente mercado diario comercializadores de referencia
780,Precio medio horario componente restricciones PBF comercializadores de referencia
781,Precio medio horario componente restricciones tiempo real comercializadores de referencia
782,Precio medio horario componente mercado intradiario comercializadores de referencia
783,Precio medio horario componente restricciones intradiario comercializadores de referencia
784,Precio medio horario componente reserva de potencia adicional a subir comercializadores de referencia
785,Precio medio horario componente banda secundaria comercializadores de referencia
786,Precio medio horario componente desvíos medidos comercializadores de referencia
787,Precio medio horario componente saldo de desvíos comercializadores de referencia
788,Precio medio horario componente pago de capacidad comercializadores de referencia
789,Precio medio horario componente saldo P.O.14.6 comercializadores de referencia
790,Precio medio horario componente fallo nominación UPG comercializadores de referencia
791,Precio medio horario final comercializadores de referencia
792,Precio medio horario componente mercado diario contratación libre
793,Precio medio horario componente restricciones PBF contratación libre
794,Precio medio horario componente restricciones tiempo real contratación libre
795,Precio medio horario componente mercado intradiario contratación libre
796,Precio medio horario componente restricciones intradiario contratación libre
797,Precio medio horario componente reserva de potencia adicional a subir contratación libre
798,Precio medio horario componente banda secundaria contratación libre
799,Precio medio horario componente desvíos medidos contratación libre
800,Precio medio horario componente saldo de desvíos contratación libre
801,Precio medio horario componente pago de capacidad contratación libre
802,Precio medio horario componente saldo P.O.14.6 contratación libre
803,Precio medio horario componente fallo nominación UPG contratación libre
804,Precio medio horario final contratación libre
805,Precio medio horario componente mercado diario 
806,Precio medio horario componente restricciones PBF 
807,Precio medio horario componente restricciones tiempo real 
808,Precio medio horario componente mercado intradiario 
809,Precio medio horario componente restricciones intradiario 
810,Precio medio horario componente reserva de potencia adicional a subir 
811,Precio medio horario componente banda secundaria 
812,Precio medio horario componente desvíos medidos 
813,Precio medio horario componente saldo de desvíos 
814,Precio medio horario componente pago de capacidad 
815,Precio medio horario componente saldo P.O.14.6 
816,Precio medio horario componente fallo nominación UPG 
817,Precio medio horario final
818,Energía mensual final contratación libre cuota
819,Energía mensual final comercializadores de referencia cuota
820,Energía mensual final cuota
821,Energía anual final comercialización libre cuota
822,Energía anual final comercializadores de referencia cuota
823,Energía anual final cuota
824,CO2 evitable Madera
825,CO2 evitable Siderurgia
826,CO2 evitable Papel
827,CO2 evitable Desalación
828,CO2 evitable Metalurgia
829,CO2 evitable Química
830,Energía horaria final comercializadores último recurso
831,CO2 evitable Maquinaria
832,CO2 evitable Vidrio
833,CO2 evitable Cemento
834,CO2 evitable Varios
835,CO2 evitable
836,Demanda proveedores del servicio de interrumpibilidad Madera
837,Demanda proveedores del servicio de interrumpibilidad Siderurgia
838,Demanda proveedores del servicio de interrumpibilidad Papel
839,Demanda proveedores del servicio de interrumpibilidad Desalación
840,Demanda proveedores del servicio de interrumpibilidad Metalurgia
841,Demanda proveedores del servicio de interrumpibilidad Química
842,Demanda proveedores del servicio de interrumpibilidad Maquinaria
843,Energía horaria final comercialización libre
844,Demanda proveedores del servicio de interrumpibilidad Vidrio
845,Demanda proveedores del servicio de interrumpibilidad Cemento
846,Demanda proveedores del servicio de interrumpibilidad Varios
847,Demanda proveedores del servicio de interrumpibilidad
848,Potencia residual de referencia agregada Madera
849,Potencia residual de referencia agregada Siderurgia
850,Potencia residual de referencia agregada Papel
851,Potencia residual de referencia agregada Desalación
852,Potencia residual de referencia agregada Metalurgia
853,Potencia residual de referencia agregada Química
854,Potencia residual de referencia agregada Maquinaria
855,Potencia residual de referencia agregada Vidrio
856,Energía horaria final 
857,Precio medio mensual componente mercado diario contratación libre
858,Precio medio mensual componente restricciones PBF contratación libre
859,Precio medio mensual componente restricciones tiempo real contratación libre
860,Precio medio mensual componente mercado intradiario contratación libre
861,Precio medio mensual componente restricciones intradiario contratación libre
862,Precio medio mensual componente reserva de potencia adicional a subir contratación libre
863,Precio medio mensual componente banda secundaria contratación libre
864,Precio medio mensual componente desvíos medidos contratación libre
865,Precio medio mensual componente saldo de desvíos contratación libre
866,Precio medio mensual componente pago de capacidad contratación libre
867,Precio medio mensual componente saldo P.O.14.6 contratación libre
868,Precio medio mensual componente fallo nominación UPG contratación libre
869,Precio medio mensual final contratación libre
870,Precio medio mensual componente mercado diario comercialización de referencia
871,Precio medio mensual componente restricciones PBF comercialización de referencia
872,Precio medio mensual componente restricciones tiempo real comercialización de referencia
873,Precio medio mensual componente mercado intradiario comercialización de referencia
874,Precio medio mensual componente restricciones intradiario comercialización de referencia
875,Precio medio mensual componente reserva de potencia adicional a subir comercialización de referencia
876,Precio medio mensual componente banda secundaria comercialización de referencia
877,Precio medio mensual componente desvíos medidos comercialización de referencia
878,Precio medio mensual componente saldo de desvíos comercialización de referencia
879,Precio medio mensual componente pago de capacidad comercialización de referencia
880,Precio medio mensual componente saldo P.O.14.6 comercialización de referencia
881,Precio medio mensual componente fallo nominación UPG comercialización de referencia
882,Precio medio mensual final comercialización de referencia
883,Precio medio mensual componente mercado diario
884,Precio medio mensual componente restricciones PBF
885,Precio medio mensual componente restricciones tiempo real
886,Precio medio mensual componente mercado intradiario
887,Precio medio mensual componente restricciones intradiario
888,Precio medio mensual componente reserva de potencia adicional a subir
889,Precio medio mensual componente banda secundaria
890,Precio medio mensual componente desvíos medidos
891,Precio medio mensual componente saldo de desvíos
892,Precio medio mensual componente pago de capacidad
893,Precio medio mensual componente saldo P.O.14.6
894,Precio medio mensual componente fallo nominación UPG
895,Precio medio mensual final
896,Potencia residual de referencia agregada Cemento
897,Potencia residual de referencia agregada Varios
898,Potencia residual de referencia
908,Energía mensual final contratación libre
921,Energía mensual final comercializador de referencia
934,Energía mensual final
935,Precio medio anual componente mercado diario contratación libre
936,Precio medio anual componente restricciones PBF contratación libre
937,Precio medio anual componente restricciones tiempo real contratación libre
938,Precio medio anual componente mercado intradiario contratación libre
939,Precio medio anual componente restricciones intradiario contratación libre
940,Precio medio anual componente reserva de potencia adicional a subir contratación libre
941,Precio medio anual componente banda secundaria contratación libre
942,Precio medio anual componente desvíos medidos contratación libre
943,Precio medio anual componente saldo de desvíos contratación libre
944,Precio medio anual componente pago de capacidad contratación libre
945,Precio medio anual componente saldo P.O.14.6 contratación libre
946,Precio medio anual componente fallo nominación UPG contratación libre
947,Precio medio anual final contratación libre
948,Precio medio anual componente mercado diario comercialización de referencia
949,Precio medio anual componente restricciones PBF comercialización de referencia
950,Precio medio anual componente restricciones tiempo real comercialización de referencia
951,Precio medio anual componente mercado intradiario comercialización de referencia
952,Precio medio anual componente restricciones intradiario comercialización de referencia
953,Precio medio anual componente reserva de potencia adicional a subir comercialización de referencia
954,Precio medio anual componente banda secundaria comercialización de referencia
955,Precio medio anual componente desvíos medidos comercialización de referencia
956,Precio medio anual componente saldo de desvíos comercialización de referencia
957,Precio medio anual componente pago de capacidad comercialización de referencia
958,Precio medio anual componente saldo P.O.14.6 comercialización de referencia
959,Precio medio anual componente fallo nominación UPG comercialización de referencia
960,Precio medio anual final comercialización de referencia
961,Precio medio anual componente mercado diario
962,Precio medio anual componente restricciones PBF
963,Precio medio anual componente restricciones tiempo real
964,Precio medio anual componente mercado intradiario
965,Precio medio anual componente restricciones intradiario
966,Precio medio anual componente reserva de potencia adicional a subir
967,Precio medio anual componente banda secundaria
968,Precio medio anual componente desvíos medidos
969,Precio medio anual componente saldo de desvíos
970,Precio medio anual componente pago de capacidad
971,Precio medio anual componente saldo P.O.14.6
972,Precio medio anual componente fallo nominación UPG
973,Precio medio anual final
986,Energía anual final comercialización libre
999,Energía anual final comercializadores de referencia
1000,Cierre liquidación
1012,Energía anual final
1013,Término de facturación de energía activa del PVPC peaje por defecto
1014,Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA)
1015,Término de facturación de energía activa del PVPC vehículo eléctrico
1016,Desglose peaje por defecto 2.0.A Mercado diario e intradiario
1017,Desglose peaje por defecto 2.0.A Servicios de ajuste
1018,Desglose peaje por defecto 2.0.A Peaje de acceso
1019,Desglose peaje por defecto 2.0.A Pago por capacidad
1020,Desglose peaje por defecto 2.0.A Servicio de interrumpibilidad
1021,Desglose peaje por defecto 2.0.A Financiación OS
1022,Desglose peaje por defecto 2.0.A Financiación OM
1023,Desglose eficiencia 2 periodos (DHA) 2.0.DHA Mercado diario e intradiario
1024,Desglose eficiencia 2 periodos (DHA) 2.0.DHA Servicios de ajuste
1025,Desglose eficiencia 2 periodos (DHA) 2.0.DHA Peaje de acceso
1026,Desglose eficiencia 2 periodos (DHA) 2.0.DHA Pago por capacidad
1027,Desglose eficiencia 2 periodos (DHA) 2.0.DHA Servicio de interrumpibilidad
1028,Desglose eficiencia 2 periodos (DHA) 2.0.DHA Financiación OS
1029,Desglose eficiencia 2 periodos (DHA) 2.0.DHA Financiación OM
1030,Desglose vehículo eléctrico 2.0.DHS Mercado diario e intradiario
1031,Desglose vehículo eléctrico 2.0.DHS Servicios de ajuste
1032,Desglose vehículo eléctrico 2.0.DHS Peaje de acceso
1033,Desglose vehículo eléctrico 2.0.DHS Pago por capacidad
1034,Desglose vehículo eléctrico 2.0.DHS Servicio de interrumpibilidad
1035,Desglose vehículo eléctrico 2.0.DHS Financiación OS
1036,Desglose vehículo eléctrico 2.0.DHS Financiación OM
1037,Gastos mensuales de balance (GMB)
1038,Ingresos mensuales de balance (IMB)
1039,Capacidad ofrecida subasta explícita diaria de capacidad en la interconexión con Francia sentido importador
1040,Capacidad ofrecida subasta explícita diaria de capacidad en la interconexión con Francia sentido exportador
1041,Capacidad ofrecida subasta explícita intradiaria1 de capacidad en la interconexión con Francia sentido importador
1042,Capacidad ofrecida subasta explícita intradiaria1 de capacidad en la interconexión con Francia sentido exportador
1043,Capacidad ofrecida subasta explícita intradiaria2 de capacidad en la interconexión con Francia sentido importador
1044,Capacidad ofrecida subasta explícita intradiaria2 de capacidad en la interconexión con Francia sentido exportador
1045,Capacidad ofrecida subasta explícita mensual de capacidad en la interconexión con Francia sentido importador
1046,Capacidad ofrecida subasta explícita mensual de capacidad en la interconexión con Francia sentido exportador
1047,Capacidad ofrecida subasta explícita anual de capacidad en la interconexión con Francia sentido importador
1048,Capacidad ofrecida subasta explícita anual de capacidad en la interconexión con Francia sentido exportador
1049,Participantes en subasta explícita diaria de capacidad en la interconexión con Francia sentido importador
1050,Participantes en subasta explícita diaria de capacidad en la interconexión con Francia sentido exportador
1051,Sujetos asignados en subasta explícita diaria de capacidad en la interconexión con Francia sentido importador
1052,Sujetos asignados en subasta explícita diaria de capacidad en la interconexión con Francia sentido exportador
1053,Capacidad asignada en subasta explícita diaria de capacidad en la interconexión con Francia sentido importador
1054,Capacidad asignada en subasta explícita diaria de capacidad en la interconexión con Francia sentido exportador
1055,Precio de subasta explícita diaria de capacidad en la interconexión con Francia sentido importador
1056,Precio de subasta explícita diaria de capacidad en la interconexión con Francia sentido exportador
1057,Participantes en subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido importador
1058,Participantes en subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido exportador
1059,Sujetos asignados en subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido importador
1060,Sujetos asignados en subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido exportador
1061,Capacidad asignada en subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido importador
1062,Capacidad asignada en subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido exportador
1063,Precio de subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido importador
1064,Precio de subasta explícita intradiaria 1 de capacidad en la interconexión con Francia sentido exportador
1065,Participantes en subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido importador
1066,Participantes en subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido exportador
1067,Sujetos asignados en subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido importador
1068,Sujetos asignados en subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido exportador
1069,Capacidad asignada en subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido importador
1070,Capacidad asignada en subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido exportador
1071,Precio de subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido importador
1072,Precio de subasta explícita intradiaria 2 de capacidad en la interconexión con Francia sentido exportador
1073,Participantes en subasta explícita mensual de capacidad en la interconexión con Francia sentido importador
1074,Participantes en subasta explícita mensual de capacidad en la interconexión con Francia sentido exportador
1075,Sujetos asignados en subasta explícita mensual de capacidad en la interconexión con Francia sentido importador
1076,Sujetos asignados en subasta explícita mensual de capacidad en la interconexión con Francia sentido exportador
1077,Capacidad asignada en subasta explícita mensual de capacidad en la interconexión con Francia sentido importador
1078,Capacidad asignada en subasta explícita mensual de capacidad en la interconexión con Francia sentido exportador
1079,Precio de subasta explícita mensual de capacidad en la interconexión con Francia sentido importador
1080,Precio de subasta explícita mensual de capacidad en la interconexión con Francia sentido exportador
1081,Participantes en subasta explícita anual de capacidad en la interconexión con Francia sentido importador
1082,Participantes en subasta explícita anual de capacidad en la interconexión con Francia sentido exportador
1083,Sujetos asignados en subasta explícita anual de capacidad en la interconexión con Francia sentido importador
1084,Sujetos asignados en subasta explícita anual de capacidad en la interconexión con Francia sentido exportador
1085,Capacidad asignada en subasta explícita anual de capacidad en la interconexión con Francia sentido importador
1086,Capacidad asignada en subasta explícita anual de capacidad en la interconexión con Francia sentido exportador
1087,Precio de subasta explícita anual de capacidad en la interconexión con Francia sentido importador
1088,Precio de subasta explícita anual de capacidad en la interconexión con Francia sentido exportador
1099,Capacidad Nominada subasta diaria con Francia importación
1100,Capacidad Nominada subasta diaria con Francia exportación
1101,Capacidad Nominada subasta intradiaria 1 con Francia importación
1102,Capacidad Nominada subasta intradiaria 1 con Francia exportación
1103,Capacidad Nominada subasta intradiaria 2 con Francia importación
1104,Capacidad Nominada subasta intradiaria 2 con Francia exportación
1105,Capacidad Nominada subasta anual+mensual con Francia importación
1106,Capacidad Nominada subasta anual+mensual con Francia exportación
1107,Rentas de congestión subastas explícitas diaria Francia importación
1108,Rentas de congestión subastas explícitas diaria Francia exportación
1109,Rentas de congestión subastas explícitas intradiaria 1 Francia importación
1110,Rentas de congestión subastas explícitas intradiaria 1 Francia exportación
1111,Rentas de congestión subastas explícitas intradiaria 2 Francia importación
1112,Rentas de congestión subastas explícitas intradiaria 2 Francia exportación
1113,Rentas de congestión subastas explícitas mensual Francia importación
1114,Rentas de congestión subastas explícitas mensual Francia exportación
1115,Rentas de congestión subastas explícitas anual Francia importación
1116,Rentas de congestión subastas explícitas anual Francia exportación
1117,Rentas de congestión mecanismos implícitos diario Francia importación
1118,Rentas de congestión mecanismos implícitos diario Francia exportación
1119,Rentas de congestión mecanismos implícitos diario Portugal importación
1120,Rentas de congestión mecanismos implícitos diario Portugal exportación
1121,Rentas de congestión mecanismos implícitos intradiario 1 Portugal importación
1122,Rentas de congestión mecanismos implícitos intradiario 2 Portugal importación
1123,Rentas de congestión mecanismos implícitos intradiario 3 Portugal importación
1124,Rentas de congestión mecanismos implícitos intradiario 4 Portugal importación
1125,Rentas de congestión mecanismos implícitos intradiario 5 Portugal importación
1126,Rentas de congestión mecanismos implícitos intradiario 6 Portugal importación
1127,Rentas de congestión mecanismos implícitos intradiario 7 Portugal importación
1128,Rentas de congestión mecanismos implícitos intradiario 1 Portugal exportación
1129,Rentas de congestión mecanismos implícitos intradiario 2 Portugal exportación
1130,Rentas de congestión mecanismos implícitos intradiario 3 Portugal exportación
1131,Rentas de congestión mecanismos implícitos intradiario 4 Portugal exportación
1132,Rentas de congestión mecanismos implícitos intradiario 5 Portugal exportación
1133,Rentas de congestión mecanismos implícitos intradiario 6 Portugal exportación
1134,Rentas de congestión mecanismos implícitos intradiario 7 Portugal exportación
1135,Coste Mensual Countertrading (IPE +IFE)
1136,Pérdidas de transporte
1137,Pérdidas de distribución
1138,Precio medio de ofertas de balance presentadas por el SEE para importación
1139,Precio medio de ofertas de balance presentadas por el SEE para exportación
1140,Precio medio de ofertas de balance presentadas por Francia para importación activadas por el SEE
1141,Precio medio de ofertas de balance presentadas por Portugal para importación activadas por el SEE
1142,Precio medio de ofertas de balance presentadas por Francia para exportación activadas por el SEE
1143,Precio medio de ofertas de balance presentadas por Portugal para exportación activadas por el SEE
1144,Precio medio de ofertas de balance presentadas por el SEE para importación activadas por Francia
1145,Precio medio de ofertas de balance presentadas por el SEE para importación activadas por Portugal
1146,Precio medio de ofertas de balance presentadas por el SEE para exportación activadas por Francia
1147,Precio medio de ofertas de balance presentadas por el SEE para exportación activadas por Portugal
1150,Generación medida Hidráulica UGH
1151,Generación medida Hidráulica no UGH
1152,Generación medida Turbinación bombeo
1153,Generación medida Nuclear
1154,Generación medida Hulla antracita
1155,Generación medida Hulla sub-bituminosa
1156,Generación medida Ciclo combinado
1157,Generación medida Fuel
1158,Generación medida Gas Natural
1159,Generación medida Eólica terrestre
1160,Generación medida Eólica marina
1161,Generación medida Solar fotovoltaica
1162,Generación medida Solar térmica
1163,Generación medida Oceano y geotérmica
1164,Generación medida Gas Natural Cogeneración
1165,Generación medida Derivados del petróleo ó carbón
1166,Generación medida Subproductos minería
1167,Generación medida Energía residual
1168,Generación medida Biomasa
1169,Generación medida Biogas
1170,Generación medida Residuos domésticos y similares
1171,Generación medida Residuos varios
1172,Generación medida Consumo bombeo
1173,Generación medida Enlace Baleares
1174,Generación medida Importación Francia
1175,Generación medida Importación Portugal
1176,Generación medida Importación Marruecos
1177,Generación medida Importación Andorra
1178,Generación medida Exportación Francia
1179,Generación medida Exportación Portugal
1180,Generación medida Exportación Marruecos
1181,Generación medida Exportación Andorra
1182,Generación medida red de transporte
1183,Generación medida red de distribución
1184,Nº Puntos Frontera Distribución - Distribución
1185,Nº Puntos Frontera Distribución - Transporte
1186,Nº Puntos Frontera Generación RE - Transporte
1187,Nº Puntos Frontera Generación RE - Distribución
1188,Nº Puntos Frontera Generación RO - Distribución
1189,Nº Puntos Frontera Generación RO - Transporte
1190,Nº Puntos Frontera Transporte - Internacional
1191,Nº de Clientes > 450 kW discriminación horaria Sin discriminación horaria
1192,Demanda en barras de central 
1193,Demanda en consumo
1194,Demanda medida discriminación horaria Sin discriminación horaria
1195,Demanda medida discriminación horaria G0 GENERAL ALTA TENSIÓN
1196,Demanda medida discriminación horaria E1 TARIFA DE UN PERIODO
1197,Demanda medida discriminación horaria E2 TARIFA DE DOS PERIODOS
1198,Demanda medida discriminación horaria E3 TARIFA DE TRES PERIODOS
1199,Demanda medida discriminación horaria E4 TARIFA DE TRES PERIODOS CON DISCRIMINACIÓN HORARIA DE TIPO 4
1200,Demanda medida nivel de tensión Sin nivel tensión
1201,Demanda medida nivel de tensión E0 Baja tensión
1202,Demanda medida nivel de tensión E1 >= 1 kV y < 14 kV
1203,Demanda medida nivel de tensión E2 >= 14 kV y < 36 kV
1204,Demanda medida nivel de tensión E3 >= 36 kV y < 72.5 kV
1205,Demanda medida nivel de tensión E4 >= 72.5 kV y < 145 kV
1206,Demanda medida nivel de tensión E5 >= 145 kV y < 220 kV
1207,Demanda medida nivel de tensión E6 >= 220 kV
1208,Demanda medida tarifa de acceso Sin tarifa de acceso
1209,"Demanda medida tarifa de acceso 2.0 GENERAL BAJA TENSIÓN, POTENCIA NO SUPERIOR A 15 KW "
1210,"Demanda medida tarifa de acceso 2.1 GENERAL BAJA TENSIÓN, POTENCIA SUPERIOR A 10 KW Y NO SUPERIOR A 15 KW"
1211,"Demanda medida tarifa de acceso 2.0 GENERAL BAJA TENSIÓN, POTENCIA NO SUPERIOR A 10 KW "
1212,Demanda medida tarifa de acceso 3.0A GENERAL BAJA TENSIÓN
1213,Demanda medida tarifa de acceso 3.1A DE 1 A 36 KV DE TRES PERIODOS
1214,Demanda medida tarifa de acceso 4.0 GENERAL BAJA TENSIÓN LARGA UTILIZACIÓN
1215,Demanda medida tarifa de acceso 6.1 >= 1 KV Y < 36 KV
1216,Demanda medida tarifa de acceso 6.2 >= 36 KV Y < 72.5 KV
1217,Demanda medida tarifa de acceso 6.3 >= 72.5 KV Y < 145 KV
1218,Demanda medida tarifa de acceso 6.4 >= 145 KV
1219,Demanda medida tarifa de acceso 6.5 CONEXIONES INTERNACIONALES
1220,Demanda medida tarifa de acceso B.0 GENERAL BAJA TENSIÓN ALUMBRADO PÚBLICO
1221,Demanda medida tarifa de acceso D.1 DISTRIBUIDORES NO SUPERIORES 36 KV
1222,Demanda medida tarifa de acceso D.2 DISTRIBUIDORES MAYOR DE 36 KV Y NO SUPERIOR A 72.5 KV
1223,Demanda medida tarifa de acceso D.3 DISTRIBUIDORES MAYOR DE 72.5 KV Y NO SUPERIOR A 145 KV
1224,Demanda medida tarifa de acceso D.4 DISTRIBUIDORES DE MAS DE 145 KV
1225,Demanda medida tarifa de acceso G.1 GENERAL ALTA TENSIÓN >= 1 KV Y < 14 KV
